"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL539927";"";"None";"463.60";"1";"5.93";"14 [(+/-)-trans]";"Oc1ccc([C@@H]2Sc3cc(O)ccc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1";"IC50";"'='";"1404.0";"nM";"5.85";"";"";"UO_0000065";"12.62";"0.24";"-0.08";"9.42";"0";"CHEMBL677049";"In vitro binding affinity for Estrogen receptor beta in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149328";"1";"Scientific Literature";"J Med Chem";"2004";"CHEMBL3307715";"";"";"";"1404.0"
"CHEMBL101997";"";"None";"446.57";"1";"5.33";"19c";"CC1(c2ccc(OCCN3CCCC3)cc2)c2ccc(O)cc2CCN1c1ccc(F)cc1";"IC50";"'='";"204.0";"nM";"6.69";"";"";"UO_0000065";"14.98";"0.28";"1.36";"18.62";"0";"CHEMBL678131";"Inhibitory concentration against estrogen receptor 2 using radioligand binding assay.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145829";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"204.0"
"CHEMBL101997";"";"None";"446.57";"1";"5.33";"19c";"CC1(c2ccc(OCCN3CCCC3)cc2)c2ccc(O)cc2CCN1c1ccc(F)cc1";"IC50";"'='";"82.0";"nM";"7.09";"";"";"UO_0000065";"15.87";"0.29";"1.76";"19.72";"0";"CHEMBL678130";"Inhibitory concentration against estrogen receptor 2 using estrogen response element (ERE) assay.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145829";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"82.0"
"CHEMBL363017";"";"None";"277.28";"0";"4.06";"31";"Oc1ccc2nc(-c3ccc(O)c4ccccc34)oc2c1";"IC50";"'='";"1530.0";"nM";"5.82";"";"";"UO_0000065";"20.97";"0.38";"1.76";"8.75";"1";"CHEMBL973102";"Binding affinity to ERbeta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157212";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";"";"1530.0"
"CHEMBL360651";"";"None";"261.66";"0";"3.56";"6";"Oc1ccc2c(-c3ccc(O)c(Cl)c3)noc2c1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"30.57";"0.61";"4.44";"12.03";"1";"CHEMBL973102";"Binding affinity to ERbeta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157212";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";"";"10.0"
"CHEMBL1539325";"";"None";"314.18";"0";"2.66";"SID862800";"CC1(C)CCCN(C(=O)c2coc(=O)c(Br)c2)C1";"IC50";"'<'";"1562.5";"nM";"";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"1.5625"
"CHEMBL1569157";"";"None";"311.14";"0";"0.96";"SID7978253";"O=C(c1cc2ncc(Br)cn2n1)N1CCOCC1";"IC50";"'='";"9161.71";"nM";"5.04";"";"Active";"UO_0000065";"16.19";"0.38";"4.08";"8.43";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"9.16171"
"CHEMBL1452728";"";"None";"391.45";"0";"4.92";"SID849797";"Cc1ccc(-c2nnc(CSc3nc4cc5c(cc4cc3C)OCO5)o2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"50.0"
"CHEMBL1605393";"";"None";"394.43";"0";"4.27";"SID14720807";"CCc1ccc2nc(O)c(C3C(C#N)=C(N)Oc4c3ccc3cccnc43)cc2c1";"IC50";"'='";"12027.93";"nM";"4.92";"";"Active";"UO_0000065";"12.47";"0.22";"0.65";"4.68";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"12.02793"
"CHEMBL1533166";"";"None";"349.39";"0";"4.19";"SID7966076";"Cc1c(C(=O)OCc2ccccc2)[nH]c2c1C(=O)CC(c1ccco1)C2";"IC50";"'='";"15090.58";"nM";"4.82";"";"Active";"UO_0000065";"13.80";"0.25";"0.63";"6.67";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"15.09058"
"CHEMBL1405097";"";"None";"394.41";"0";"-0.81";"SID3714969";"Cc1ccc(C(=O)NCC(=O)OCC(=O)c2c(N)n(C)c(=O)n(C)c2=O)s1";"IC50";"'='";"6843.03";"nM";"5.17";"";"Active";"UO_0000065";"13.09";"0.26";"5.97";"3.62";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"6.84303"
"CHEMBL1427643";"";"None";"354.32";"0";"1.90";"SID844411";"COc1cc(C2C(C#N)=C(N)Oc3cc(C)oc(=O)c32)cc2c1OCO2";"IC50";"'='";"13622.09";"nM";"4.87";"";"Active";"UO_0000065";"13.73";"0.26";"2.97";"4.16";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"13.62209"
"CHEMBL1965461";"";"None";"413.52";"0";"4.39";"SID851635";"CCN1C(=O)/C(=C2/Sc3ccc(OC)cc3N2C)S/C1=N\c1cccc(O)c1";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"50.0"
"CHEMBL1389163";"";"None";"415.45";"0";"3.92";"SID14730322";"COc1ccc2c(c1)c(=O)oc1cc(OCC(=O)N3CCc4ccccc4C3)ccc12";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"50.0"
"CHEMBL1562870";"";"None";"438.55";"0";"3.52";"SID7966055";"Cc1ccc(S(=O)(=O)Cc2ccc(C(=O)N3CCN(Cc4ccccc4)CC3)o2)cc1";"IC50";"'='";"8828.55";"nM";"5.05";"";"Active";"UO_0000065";"11.52";"0.22";"1.53";"7.14";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"8.82855"
"CHEMBL1484657";"";"None";"343.41";"0";"2.54";"SID4249544";"O=c1c2cc(N3CCOCC3)ccc2[nH]c(=S)n1Cc1ccco1";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"50.0"
"CHEMBL1507981";"";"None";"445.48";"0";"2.89";"SID3713306";"C=CCn1c(COc2ccccc2F)nnc1SCC(=O)NC(=O)NCc1ccco1";"IC50";"'='";"3269.47";"nM";"5.49";"";"Active";"UO_0000065";"12.31";"0.24";"2.60";"4.93";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"3.26947"
"CHEMBL1468708";"";"None";"265.36";"0";"3.02";"SID4243421";"O=C(NCc1ccco1)c1cc2c(s1)CSC2";"IC50";"'='";"7845.23";"nM";"5.11";"";"Active";"UO_0000065";"19.24";"0.41";"2.09";"12.09";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"7.84523"
"CHEMBL1367450";"";"None";"347.39";"0";"2.56";"SID4240908";"COc1ccc(C2CC(=O)Nc3ccccc3S2(=O)=O)cc1OC";"IC50";"'='";"16143.89";"nM";"4.79";"";"Active";"UO_0000065";"13.79";"0.27";"2.23";"5.87";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"16.14389"
"CHEMBL1469743";"";"None";"314.32";"0";"1.81";"SID14741773";"O=Cc1ccc2oc3nc4n(c(=O)c3c(=O)c2c1)CCCS4";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"50.0"
"CHEMBL1485627";"";"None";"368.46";"0";"3.80";"SID7970912";"CCn1cc(SCC(=O)NCc2ccc3c(c2)OCO3)c2ccccc21";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"50.0"
"CHEMBL1431081";"";"None";"411.44";"0";"3.74";"SID14726689";"CC1CCc2c(sc(NC(=O)c3ccc(Cn4cc([N+](=O)[O-])cn4)o3)c2C#N)C1";"IC50";"'='";"2324.07";"nM";"5.63";"";"Active";"UO_0000065";"13.69";"0.27";"1.89";"4.44";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"2.32407"
"CHEMBL1470395";"";"None";"304.19";"0";"3.38";"SID14732032";"CSC1=N/C(=C\c2ccc(Br)o2)C(=O)S1";"IC50";"'='";"8577.14";"nM";"5.07";"";"Active";"UO_0000065";"16.66";"0.46";"1.69";"11.90";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"8.57714"
"CHEMBL1471193";"";"None";"338.39";"0";"3.18";"SID865081";"CCc1nc2sc3ccccc3c(=O)c2c(=O)n1Cc1ccco1";"IC50";"'='";"6591.18";"nM";"5.18";"";"Active";"UO_0000065";"15.31";"0.29";"2.00";"7.96";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"6.59118"
"CHEMBL1588434";"";"None";"343.80";"0";"3.86";"SID14742010";"Sc1nnc(-c2cc(-c3ccco3)[nH]n2)n1-c1ccccc1Cl";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"50.0"
"CHEMBL1352957";"";"None";"359.48";"0";"4.18";"SID4257392";"Cc1cccc(-n2c(SCCC(=O)O)nnc2-c2cccs2)c1C";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"50.0"
"CHEMBL1312996";"";"None";"364.43";"0";"3.42";"SID3714094";"O=C(CSc1nnc(Nc2ccccc2F)s1)NCc1ccco1";"IC50";"'='";"13674.5";"nM";"4.86";"";"Active";"UO_0000065";"13.35";"0.28";"1.44";"6.08";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"13.6745"
"CHEMBL1471745";"";"None";"261.36";"0";"3.14";"SID842791";"CCOc1ccc(C(=O)CCN2CCCCC2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"50.0"
"CHEMBL1603680";"";"None";"398.82";"0";"2.04";"SID4256258";"Cc1cc(Cl)c(S(=O)(=O)Nc2ccc3c(c2)OCO3)cc1OCC(N)=O";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"50.0"
"CHEMBL1589300";"";"None";"279.39";"0";"3.95";"SID7972701";"CCCSC1=N/C(=C\C=C\c2ccco2)C(=O)S1";"IC50";"'='";"9705.86";"nM";"5.01";"";"Active";"UO_0000065";"17.94";"0.38";"1.06";"11.78";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"9.70586"
"CHEMBL3856094";"";"None";"324.30";"0";"3.07";"SID14746034";"Nc1[nH]n(-c2ccccc2)c(=O)c1/N=N/c1ccccc1[N+](=O)[O-]";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"50.0"
"CHEMBL1604120";"";"None";"416.43";"0";"0.99";"SID7965871";"CCOC(=O)CN1CC23C=CC(O2)C(C(=O)Nc2cc(OC)ccc2OC)C3C1=O";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614359";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"50.0"
"CHEMBL1088631";"";"None";"485.58";"1";"5.79";"1a-(S)";"Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2CCOc2cc(O)ccc21";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"16.05";"0.30";"2.01";"10.92";"0";"CHEMBL1114099";"Inhibition of fluormone ES2 binding to estrogen receptor beta after 1 hr by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153760";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"16.0"
"CHEMBL1088337";"";"None";"499.52";"0";"4.45";"1i-(S)";"O=C1CCC(=O)N1CCOc1ccc([C@@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1";"IC50";"'='";"18.6";"nM";"7.73";"";"";"UO_0000065";"15.48";"0.29";"3.28";"7.33";"0";"CHEMBL1114099";"Inhibition of fluormone ES2 binding to estrogen receptor beta after 1 hr by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153760";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"18.6"
"CHEMBL1087547";"";"None";"499.61";"1";"6.18";"1p-(S)";"Oc1ccc2c(c1)O[C@@H](c1ccc(OCCCN3CCCCC3)cc1)C1=C2CCOc2cc(O)ccc21";"IC50";"'='";"19.0";"nM";"7.72";"";"";"UO_0000065";"15.45";"0.29";"1.54";"10.82";"0";"CHEMBL1114099";"Inhibition of fluormone ES2 binding to estrogen receptor beta after 1 hr by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153760";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"19.0"
"CHEMBL1087297";"";"None";"483.61";"1";"6.47";"3c-(S)";"Oc1ccc2c(c1)OCCC1=C2[C@H](c2ccc(OCCN3CCCCCC3)cc2)Oc2ccccc21";"IC50";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"15.83";"0.29";"1.19";"14.97";"0";"CHEMBL1114099";"Inhibition of fluormone ES2 binding to estrogen receptor beta after 1 hr by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153760";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"22.0"
