"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL3234615";"";"None";"303.36";"0";"4.58";"2d";"Cc1cccc(N=C(c2ccc(O)cc2)c2ccc(O)cc2)c1";"IC50";"'='";"41.0";"nM";"7.39";"";"";"UO_0000065";"24.35";"0.44";"2.81";"13.99";"0";"CHEMBL3243177";"Antagonist activity at ERbeta (unknown origin) expressed in human HepG2 cells assessed as inhibition of 17beta-estradiol-induced transcriptional activation after 24 hrs by ERE-luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232883";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307718";"";"";"";"41.0"
"CHEMBL2071183";"";"None";"290.32";"0";"4.16";"3e";"O=C(/C=C/c1ccccc1)Oc1cccc2c(O)cccc12";"IC50";"'='";"8940.0";"nM";"5.05";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2073442";"Antagonist activity at ERbeta receptor LBD expressed in yeast AH109 cells assessed as inhibition of interaction with SRC1 after 24 hrs by alpha-galactosidase assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"AH109";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2069198";"1";"Scientific Literature";"Eur J Med Chem";"2012";"None";"";"";"";"8.94"
"CHEMBL4290408";"";"None";"462.40";"None";"None";"9e";"Oc1ccc(-c2ccc(-c3ccc(OCCN4CCCCC4)cc3F)[se]2)c(F)c1";"IC50";"'='";"1945.0";"nM";"5.71";"";"";"UO_0000065";"12.35";"None";"None";"None";"0";"CHEMBL4262710";"Antagonist activity at ERbeta (unknown origin) expressed in HEK293T cells assessed as inhibition of 17beta-estradiol stimulated transcriptional activity after 24 hrs by dual luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4261529";"1";"Scientific Literature";"Medchemcomm";"2017";"None";"";"";"";"1.945"
"CHEMBL415324";"TRANILAST";"3.0";"327.34";"0";"3.05";"TRANILAST";"COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL8145";"DAIDZEIN";"2.0";"254.24";"0";"2.87";"5";"O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12";"IC50";"'='";"2800.0";"nM";"5.55";"";"";"UO_0000065";"21.84";"0.40";"2.68";"7.86";"0";"CHEMBL828540";"Binding affinity for human Estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144341";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"2.8"
"CHEMBL25228";"";"None";"354.36";"0";"3.97";"22";"O=C1c2ccccc2C(=O)C12C(c1ccc(O)cc1)=Cc1cc(O)ccc12";"IC50";"'='";"103.0";"nM";"6.99";"";"";"UO_0000065";"19.72";"0.35";"3.02";"9.37";"0";"CHEMBL678094";"Binding affinity for estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147609";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"103.0"
"CHEMBL85650";"";"None";"427.61";"1";"5.90";"j";"CC(C)C[C@H]1Sc2cc(O)ccc2O[C@H]1c1ccc(OCCN2CCCCC2)cc1";"IC50";"'='";"38.0";"nM";"7.42";"";"";"UO_0000065";"17.35";"0.34";"1.52";"17.70";"0";"CHEMBL678093";"Binding affinity towards human estrogen receptor beta (ERbeta)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146734";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"38.0"
"CHEMBL493703";"";"None";"327.48";"0";"4.22";"27a";"CC(C)CNc1cc(NCc2ccccc2)nc(NCC(C)C)n1";"IC50";"'>'";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1028199";"Antagonist activity at ERbeta in human HEC1 cells assessed as inhibition of estrogen-induced transcriptional activity after 24 hrs by reporter gene assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEC-1";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140106";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3308740";"";"";"";"1000.0"
"CHEMBL135";"ESTRADIOL";"4.0";"272.39";"0";"3.61";"E2";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O";"IC50";"'='";"6.65";"nM";"8.18";"";"";"UO_0000065";"30.02";"0.56";"4.57";"20.21";"0";"CHEMBL4131406";"Inhibition of fluormone ES2 binding to recombinant full length human ERbeta expressed in insect cells by fluorescence polarization assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130359";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"6.65"
"CHEMBL189556";"";"None";"295.27";"0";"4.20";"34";"Oc1ccc2c(-c3nc4cc(F)c(O)cc4o3)cccc2c1";"IC50";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"24.85";"0.46";"3.14";"11.04";"1";"CHEMBL973102";"Binding affinity to ERbeta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157212";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";"";"46.0"
"CHEMBL188527";"";"None";"261.28";"0";"4.35";"32";"Oc1ccc2nc(-c3cccc4ccccc34)oc2c1";"IC50";"'='";"1050.0";"nM";"5.98";"";"";"UO_0000065";"22.88";"0.41";"1.63";"12.92";"1";"CHEMBL973102";"Binding affinity to ERbeta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157212";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";"";"1050.0"
"CHEMBL185918";"";"None";"277.28";"0";"4.06";"29";"Oc1ccc2nc(-c3cccc4c(O)cccc34)oc2c1";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"29.94";"0.54";"4.24";"12.48";"1";"CHEMBL973102";"Binding affinity to ERbeta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157212";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";"";"5.0"
"CHEMBL189200";"";"None";"311.38";"0";"4.81";"21";"CCCc1cc(-c2noc3cc(O)ccc23)c(CCC)cc1O";"IC50";"'='";"3.1";"nM";"8.51";"";"";"UO_0000065";"27.33";"0.51";"3.70";"12.80";"1";"CHEMBL973102";"Binding affinity to ERbeta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157212";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";"";"3.1"
"CHEMBL362307";"";"None";"277.66";"0";"3.27";"18";"Oc1ccc2c(-c3cc(Cl)c(O)cc3O)noc2c1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"31.33";"0.63";"5.43";"10.03";"1";"CHEMBL973102";"Binding affinity to ERbeta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157212";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";"";"2.0"
"CHEMBL435090";"";"None";"269.30";"0";"3.86";"12";"CCCc1cc(O)ccc1-c1noc2cc(O)ccc12";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"28.59";"0.53";"3.84";"11.58";"1";"CHEMBL973102";"Binding affinity to ERbeta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157212";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";"";"20.0"
"CHEMBL188619";"";"None";"227.22";"0";"2.91";"2";"Oc1ccc2c(-c3ccccc3O)noc2c1";"IC50";"'='";"254.0";"nM";"6.59";"";"";"UO_0000065";"29.03";"0.53";"3.69";"9.92";"1";"CHEMBL973102";"Binding affinity to ERbeta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157212";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";"";"254.0"
"CHEMBL4094003";"";"None";"341.84";"1";"6.21";"2'";"Cl.c1ccc(-c2c3ccccc3nc3cc4ccccc4cc23)cc1";"IC50";"'='";"1690.0";"nM";"5.77";"";"";"UO_0000065";"18.90";"0.33";"-0.44";"44.78";"0";"CHEMBL4047019";"Displacement of [3H]E2 from GST-fused ERbeta-LBD (unknown origin) expressed in Escherichia coli BL21 incubated for 1 hr by liquid scintillation counting method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043216";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"1690.0"
"CHEMBL83";"TAMOXIFEN";"4.0";"371.52";"1";"6.00";"Tamoxifen";"CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1";"IC50";"'='";"79.7";"nM";"7.10";"";"";"UO_0000065";"19.11";"0.35";"1.10";"56.92";"0";"CHEMBL4047019";"Displacement of [3H]E2 from GST-fused ERbeta-LBD (unknown origin) expressed in Escherichia coli BL21 incubated for 1 hr by liquid scintillation counting method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043216";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"79.7"
"CHEMBL521589";"BAMBUTEROL";"3.0";"367.45";"0";"2.23";"BAMBUTEROL";"CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL127516";"BUTAMBEN";"4.0";"193.25";"0";"2.23";"BUTAMBEN";"CCCCOC(=O)c1ccc(N)cc1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL418971";"BISPHENOL A";"None";"228.29";"0";"3.42";"BISPHENOL A";"CC(C)(c1ccc(O)cc1)c1ccc(O)cc1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL1200545";"DIFLORASONE DIACETATE";"4.0";"494.53";"0";"2.99";"DIFLORASONE DIACETATE";"CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL1460";"DIDANOSINE";"4.0";"236.23";"0";"-0.21";"DIDANOSINE";"O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL1909054";"CARBOXYMETHYLCELLULOSE";"None";"None";"None";"None";"CARBOXYMETHYLCELLULOSE";"";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL34431";"CILOSTAMIDE";"2.0";"342.44";"0";"3.48";"CILOSTAMIDE";"CN(C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1)C1CCCCC1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL862";"GUANFACINE";"4.0";"246.10";"0";"1.55";"GUANFACINE";"N=C(N)NC(=O)Cc1c(Cl)cccc1Cl";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL1619";"CLADRIBINE";"4.0";"285.69";"0";"-0.30";"CLADRIBINE";"Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL1909068";"";"None";"None";"None";"None";"MC 258717";"";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL679";"EPINEPHRINE";"4.0";"183.21";"0";"0.35";"EPINEPHRINE";"CNC[C@H](O)c1ccc(O)c(O)c1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL469912";"PUROMYCIN";"2.0";"471.52";"1";"-0.79";"PUROMYCIN";"COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL1618305";"NALOXONAZINE";"None";"650.78";"1";"3.28";"NALOXONAZINE";"C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2/C(=N/N=C2\CC[C@@]4(O)[C@H]6Cc7ccc(O)c8c7[C@@]4(CCN6CC=C)[C@H]2O8)CC[C@@]3(O)[C@H]1C5";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL177";"AMIKACIN";"4.0";"585.61";"3";"-8.42";"AMIKACIN";"NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL1477";"CERIVASTATIN";"4.0";"459.56";"0";"4.88";"CERIVASTATIN";"COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL398440";"CHLOROXYLENOL";"2.0";"156.61";"0";"2.66";"CHLOROXYLENOL";"Cc1cc(O)cc(C)c1Cl";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL1200431";"GADOPENTETATE DIMEGLUMINE";"4.0";"742.79";"None";"None";"GADOPENTETATE DIMEGLUMINE";"";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL331996";"";"None";"479.67";"1";"6.64";"6";"Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1";"IC50";"'='";"326.0";"nM";"6.49";"";"";"UO_0000065";"13.52";"0.27";"-0.15";"12.26";"0";"CHEMBL678092";"Binding affinity for human estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146804";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"326.0"
"CHEMBL4637118";"";"None";"297.31";"0";"2.26";"16";"COC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccccc1";"IC50";"'='";"1590.0";"nM";"5.80";"";"";"UO_0000065";"19.50";"0.36";"3.54";"7.09";"0";"CHEMBL4627688";"Displacement of fluorescent estrogen ligand from recombinant human full length untagged ERbeta expressed in baculovirus infected insect cells incubated in dark for 2 hrs by Beacon single-tube fluorescent polarization assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627260";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"1.59"
"CHEMBL370458";"";"None";"264.28";"0";"2.61";"18";"N#CC1=C(N)Oc2cc(O)ccc2C1c1ccccc1";"IC50";"'='";"8390.0";"nM";"5.08";"";"";"UO_0000065";"19.21";"0.35";"2.47";"6.40";"0";"CHEMBL4627688";"Displacement of fluorescent estrogen ligand from recombinant human full length untagged ERbeta expressed in baculovirus infected insect cells incubated in dark for 2 hrs by Beacon single-tube fluorescent polarization assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627260";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"8.39"
"CHEMBL4643970";"";"None";"426.47";"0";"1.97";"42";"COC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(OCCN2CCOCC2)cc1";"IC50";"'='";"630.0";"nM";"6.20";"";"";"UO_0000065";"14.54";"0.27";"4.23";"5.99";"0";"CHEMBL4627688";"Displacement of fluorescent estrogen ligand from recombinant human full length untagged ERbeta expressed in baculovirus infected insect cells incubated in dark for 2 hrs by Beacon single-tube fluorescent polarization assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627260";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"0.63"
